Key,ID,Title,Year,Author,Pub_Type
WHKSTSP4,2147324063,spelling and word recognition in grades 1 and 2 relations to phonological awareness and naming speed in dutch children,2010,"Verhagen, Wim G. M.; Aarnoutse, Cor A. J.; van Leeuwe, Jan F. J",1
HX9Y89LM,2038612525,the predictive power of phonemic awareness and naming speed for early dutch word recognition,2009,"Verhagen, Wim G. M.; Aarnoutse, Cor A. J.; van Leeuwe, Jan F. J.",1
PXRXRTT9,2093595363,memory for words representing modal concepts resource sharing with same modality percepts is spontaneously required,2013,"Vermeulen, Nicolas; Chang, Betty; Mermillod, Martial; Pleyers, Gordy; Corneille, Olivier",1
N7CGYKSF,2107029742,targeted reading intervention a coaching model to help classroom teachers with struggling readers,2012,"Vernon-Feagans, Lynne; Kainz, Kirsten; Amendum, Steve; Ginsberg, Marnie; Wood, Tim; Bock, Amanda",1
G8SQYJVF,2333344144,a randomized controlled trial of the family check up model in public secondary schools examining links between parent engagement and substance use progressions from early adolescence to adulthood,2016,"Véronneau, Marie-Hélène; Dishion, Thomas J.; Connell, Arin M.; Kavanagh, Kathryn",1
4W2VG8VR,2010547170,the contribution of adolescent effortful control to early adult educational attainment,2014,"Véronneau, Marie-Hélène; Hiatt Racer, Kristina; Fosco, Gregory M.; Dishion, Thomas J.",1
SNX26LXB,2796253638,robust effects of affective person learning on evaluation of faces,2018,"Verosky, Sara C.; Porter, Jenny; Martinez, Joel E.; Todorov, Alexander",1
5WIHGFDZ,2066988130,two procedures to improve instructional text effects on memory and learning,2000,"Vidal-Abarca, Eduardo; Martínez, Gabriel; Gilabert, Ramiro",1
6VZN92ZN,2914577501,making inferences about jury behavior from jury verdict statistics cautions about the lorelei s lied,1994,"Vidmar, Neil",1
CAFWDUTC,2184204221,development of literacy and notational knowledge prediction of literacy development difficulties through graphomotor measures in grade 1,2016,"Vilageliu, Olga Soler; Lasheras, Cristina Sotoca; Ramis, Yago; Castellà, Judit",0
UD2JW3FI,2333395507,patterns of word reading skill interest and self concept of ability,2017,"Viljaranta, Jaana; Kiuru, Noona; Lerkkanen, Marja-Kristiina; Silinskas, Gintautas; Poikkeus, Anna-Maija; Nurmi, Jari-Erik",1
WRFNQNHZ,2027224465,attitudes in the social context the impact of social network composition on individual level attitude strength,2004,"Visser, Penny S.; Mirabile, Robert R.",1
WDQRAJKF,2001415231,a meta analytic comparison of the effectiveness of smoking cessation methods,1992,"Viswesvaran, Chockalingam; Schmidt, Frank L.",1
272STBXH,2057222593,change deafness the inability to detect changes between two voices,2003,"Vitevitch, Michael S.",1
NN4AVFXD,2125493757,the development of time based prospective memory in childhood the role of working memory updating,2014,"Voigt, Babett; Mahy, Caitlin E. V.; Ellis, Judi; Schnitzspahn, Katharina; Krause, Ivonne; Altgassen, Mareike; Kliegel, Matthias",1
JGV9WBFZ,2093075013,mechanisms linking violence exposure and school engagement among african american adolescents examining the roles of psychological problem behaviors and gender,2011,"Voisin, Dexter R.; Neilands, Torsten B.; Hunnicutt, Shannon",1
7HPJJAIQ,2892991854,posttraumatic distress hope and growth in survivors of commercial sexual exploitation in nepal,2019,"Volgin, Rebekah N.; Shakespeare-Finch, Jane; Shochet, Ian M.",1
VTU3G36G,2623679869,shifting between mental sets an individual differences approach to commonalities and differences of task switching components,2017,"von Bastian, Claudia C.; Druey, Michel D.",1
HNC73WNZ,2012802609,predicting sentencing for low level crimes comparing models of human judgment,2009,"von Helversen, Bettina; Rieskamp, Jörg",1
K9E3HKET,2017339407,the gender typicality of faces and its impact on visual processing and on hiring decisions,2013,"von Stockhausen, Lisa; Koeser, Sara; Sczesny, Sabine",1
UWZ4JATN,1999822504,contact with out group friends as a predictor of meta attitudinal strength and accessibility of attitudes toward gay men,2007,"Vonofakou, Christiana; Hewstone, Miles; Voci, Alberto",1
4577GGJ6,2000517615,what causes children s failures to detect inconsistencies in text representation versus comparison difficulties,1988,"Vosniadou, Stella; Pearson, P. David; Rogers, Theresa",1
FT2AJGS2,2026169799,moral intuitions about fault parenting and child custody after divorce,2014,"Votruba, Ashley M.; Braver, Sanford L.; Ellman, Ira Mark; Fabricius, William V.",1
M8YLKTGT,2088272079,predicting sex offender recidivism i correcting for item overselection and accuracy overestimation in scale development ii sampling error induced attenuation of predictive validity over base rate information,2008,"Vrieze, Scott I.; Grove, William M.",1
476HN3CY,2120244278,metrical segmentation and lexical inhibition in spoken word recognition,1995,"Vroomen, Jean; de Gelder, Beatrice",1
7C8KST85,2108632506,colorado longitudinal twin study of reading disability,2007,"Wadsworth, Sally J.; DeFries, John C.; Olson, Richard K.; Willcutt, Erik G.",1
KK6HWN35,1971371227,an erp investigation of semantic priming repetition priming and negative priming in schizophrenic patients,2006,"Wagner, Michael; Baving, Lioba; Berg, Patrick; Cohen, Rudolf; Rockstroh, Brigitte",1
VE9ZU48T,1965508252,the nature of phonological processing and its causal role in the acquisition of reading skills,1987,"Wagner, Richard K.; Torgesen, Joseph K.",1
TMFCJKCB,2030568837,development of young readers phonological processing abilities,1993,"Wagner, Richard K.; Torgesen, Joseph K.; Laughon, Pamela; Simmons, Karen; Rashotte, Carol A.",1
ZSTUMQBM,2066989356,development of reading related phonological processing abilities new evidence of bidirectional causality from a latent variable longitudinal study,1994,"Wagner, Richard K.; Torgesen, Joseph K.; Rashotte, Carol A.",1
VRUZYTIU,2134121872,changing relations between phonological processing abilities and word level reading as children develop from beginning to skilled readers a 5 year longitudinal study,1997,"Wagner, Richard K.; Torgesen, Joseph K.; Rashotte, Carol A.; Hecht, Steve A.; Barker, Theodore A.; Burgess, Stephen R.; Donahue, John; Garon, Tamara",1
ML3AD2FK,2101892923,spatial ability for stem domains aligning over 50 years of cumulative psychological knowledge solidifies its importance,2009,"Wai, Jonathan; Lubinski, David; Benbow, Camilla P.",1
DXKWFXWA,1984555571,the concept of mental disorder on the boundary between biological facts and social values,1992,"Wakefield, Jerome C.",1
257EI6FU,2145865839,seeing the forest when entry is unlikely probability and the mental representation of events,2006,"Wakslak, Cheryl J.; Trope, Yaacov; Liberman, Nira; Alony, Rotem",1
CJB994SW,1994122962,development of the interplay between automatic processes and cognitive resources in reading,2007,"Walczyk, Jeffrey J.; Wei, Min; Grifith-Ross, Diana A.; Goubert, Sarah E.; Cooper, Alison L.; Zha, Peijia",1
NR8KPTPG,2044773331,visual and lexical factors in naming speed by children with reading disorders,2002,"Walker, Marianna M.",1
4HZ7E3B2,2313754513,how readability and topic incidence relate to performance on mathematics story problems in computer based curricula,2015,"Walkington, Candace; Clinton, Virginia; Ritter, Steven N.; Nathan, Mitchell J.",1
YZJPJZIJ,2141555669,what is learned in sequential learning an associative model of reward magnitude serial pattern learning,2002,"Wallace, Douglas G.; Fountain, Stephen B.",1
3KKZUCWC,2939185124,the system for coding interactions and family functioning sciff in low income and urban adolescents,2019,"Waller, Rebecca; Gard, Arianna M.; Monk, Christopher S.; Mitchell, Colter; Bazzi, Benjamin; Sypher, Isaiah; Brooks-Gunn, Jeanne; McLanahan, Sara; Hyde, Luke W.",1
VZVLL9JG,2887906540,trajectories of alcohol and marijuana use among primary versus secondary psychopathy variants within an adjudicated adolescent male sample,2019,"Waller, Rebecca; Hicks, Brian M.",1
GUQQ39JE,2007726664,the role of reading time complexity and reading speed in text comprehension,2014,"Wallot, Sebastian; O'Brien, Beth A.; Haussmann, Anna; Kloos, Heidi; Lyby, Marlene S.",1
A4EXXJQY,1988946320,the critical but transitory importance of letter naming,1988,"Walsh, Daniel J.; Price, Gary G.; Gillingham, Mark G.",1
H9Y6MG4U,2006403066,trauma substance use and hiv risk among urban american indian women,1999,"Walters, Karina L.; Simoni, Jane M.",1
3DRYZECT,2047396629,the influence of prior knowledge on constructive biases,2003,"Walther, Eva; Fiedler, K.; Nickel, Stefanie",1
PDL86YXS,1985109537,job search persistence during unemployment a 10 wave longitudinal study,2005,"Wanberg, Connie R.; Glomb, Theresa M.; Song, Zhaoli; Sorenson, Sarah",1
UHIXYY4C,2033256380,predictive validity of a multidisciplinary model of reemployment success,2002,"Wanberg, Connie R.; Hough, Leaetta M.; Song, Zhaoli",1
NXZFATE4,2907763632,does parental involvement matter for students mental health in middle school,2019,"Wang, Cixin; La Salle, Tamika P.; Do, Kieu Anh; Wu, Chaorong; Sullivan, Kathryn E.",0
YC7UJE34,2005797026,basic auditory processing and developmental dyslexia in chinese,2012,"Wang, Hsiao-Lan Sharon; Huss, Martina; Hämäläinen, Jarmo A.; Goswami, Usha",1
2TJSG67S,2320804520,the cross cultural loss scale development and psychometric evaluation,2015,"Wang, Kenneth T.; Wei, Meifen; Zhao, Ran; Chuang, Chih-Chun; Li, Feihan",1
HTBRKKK4,2765654388,effects of phonological training on the reading and reading related abilities of hong kong children with dyslexia,2017,"Wang, Li-Chih",1
3IBDHUIG,2801768038,processing speed of dyslexia the relationship between temporal processing and rapid naming in chinese,2018,"Wang, Li-Chih; Liu, Duo; Chen, Ji-Kang; Wu, Yen-Chin",1
MYIN8C53,2587074534,development of lexical tone awareness in chinese children with and without dyslexia,2017,"Wang, Li-Chih; Liu, Duo; Chung, Kevin Kien-Hoa; Yang, Hsien-Ming",1
3CMWIXHT,1989639322,evaluating the developmental trajectory of the episodic buffer component of working memory and its relation to word recognition in children,2015,"Wang, Shinmin; Allen, Richard J.; Lee, Jun Ren; Hsieh, Chia-En",1
AGWKRCYN,2060823549,zhi mian and existential psychology,2011,"Wang, Xuefu",1
DDATIDAA,2039762300,character reading and word reading in chinese unique correlates for chinese kindergarteners,2016,"Wang, Ying; McBride, Catherine",1
NSLBWT5L,2029967703,unique predictors of early reading and writing a one year longitudinal study of chinese kindergarteners,2015,"Wang, Ying; Yin, Li; McBride, Catherine",1
BKF8L5VA,2891408120,decoding and reading comprehension a test of the decoding threshold hypothesis,2019,"Wang, Zuowei; Sabatini, John; O'Reilly, Tenaha; Weeks, Jonathan",1
NY8ZKXVU,2032795016,anticipating arrival is the tau margin a specious theory,1996,"Wann, John P.",1
GNQBMSEC,2882992166,moral self regulation moral identity and religiosity,2018,"Ward, Sarah J.; King, Laura A.",1
UQUGXN6N,2048485556,speech errors reflect newly learned phonotactic constraints,2006,"Warker, Jill A.; Dell, Gary S.",1
SCN77GU5,1968831935,phoneme awareness visual verbal paired associate learning and rapid automatized naming as predictors of individual differences in reading ability,2012,"Warmington, Meesha; Hulme, Charles",1
PDMZTMWH,2007541249,when parents break sacred vows the role of spiritual appraisals coping and struggles in young adults adjustment to parental divorce,2009,"Warner, Heidi L.; Mahoney, Annette; Krumrei, Elizabeth J.",1
24STVW3N,2118318229,effects of context on eye movements when reading about possible and impossible events,2008,"Warren, Tessa; McConnell, Kerry; Rayner, Keith",1
N9BM9Y3M,2079327112,role relevance and role engagement in contemporary school psychology,1991,"Watkins, C. Edward; Tipton, Robert M.; Manus, Michaelene; Hunton-Shoup, Julie",1
IDXIBDBK,2049601644,uncovering the architecture of action semantics,2014,"Watson, Christine E.; Buxbaum, Laurel J.",1
CY6JYVGG,2057665264,health complaints stress and distress exploring the central role of negative affectivity,1989,"Watson, David; Pennebaker, James W.",1
VVGHKXYK,306103778,new mental health approaches to the school failure a therapeutic educational center for a disadvantaged population,1973,"Wayne, Martin S.",0
MUT3VYPB,2144111566,chronic and temporary distinct expectancies as comparison standards automatic contrast in dispositional judgments,2001,"Weary, Gifford; Tobin, Stephanie J.; Reich, Darcy A.",1
X9ERZFKN,2770719914,public education and media relations in psychology,2017,"Wedding, Danny",1
X5MZ9NMF,2003370292,mood management across affective states the hedonic contingency hypothesis,1994,"Wegener, Duane T.; Petty, Richard E.",1
6S4E6QSY,2009642807,positive mood can increase or decrease message scrutiny the hedonic contingency view of mood and message processing,1995,"Wegener, Duane T.; Petty, Richard E.; Smith, Stephen M.",1
MJYA7B8F,2160807365,the allure of secret relationships,1994,"Wegner, Daniel M.; Lane, Julie D.; Dimitri, Sara",1
LWAR6UWE,1965147120,mass media and consumerist values in the people s republic of china,1999,"Wei, Ran; Pan, Zhongdang",1
88GW6SLW,2103146842,examining the cross lagged relationships between ran and word reading in chinese,2015,"Wei, Wei; Georgiou, George K.; Deng, Ciping",1
Z36KS4E9,2914812079,not hearing happiness predicting fluctuations in happy mood from acoustic cues using machine learning,2019,"Weidman, Aaron C.; Sun, Jessie; Vazire, Simine; Quoidbach, Jordi; Ungar, Lyle H.; Dunn, Elizabeth W.",1
A5PN38XM,2055318362,scale of dragon toe of frog and the compleat consultant,1998,"Weigel, Richard G.",1
S7PM89SM,2846461269,systematic distortions in clinicians memories for client cases increasing causal coherence,2019,"Weine, Erienne R.; Kim, Nancy S.",1
5LAHYCZI,2040936382,initiation of a behavioral scientist lessons learned from a boy who wouldn t poop,1994,"Weiner, Eric L.; Lorenz, Alan",1
XXJE8YKZ,1995236862,first person account living with the delusions and effects of schizophrenia,2003,"Weiner, Susan K.",1
J4HTWQMX,2073086600,reviews the book the shared experience of illness stories of patients families and their therapists,1998,"Weingarten, Kathy",1
IHM9I89P,2344593380,how do some people make a cognitive map routes places and working memory,2016,"Weisberg, Steven M.; Newcombe, Nora S.",1
TMHCMGJD,2332896193,variations in cognitive maps understanding individual differences in navigation,2014,"Weisberg, Steven M.; Schinazi, Victor R.; Newcombe, Nora S.; Shipley, Thomas F.; Epstein, Russell A.",1
